comment,emotion,sentiment
"Come dare meno di 5 stelle ad un museo immenso, contenente alcune opere dei piÃ¹ grandi autori degli ultimi secoli, da Antonello da Messina a Raffaello, passando per qualche sprazzo di luce caravaggesca, per ritornare a Tiziano, Rubens, Velazquez... e poi ovviamente Goya, con la fucilazione, Saturno, le due maya... Piccolo consiglio: le ultime due ore si entra gratis. PiÃ¹ di cosÃ¬...",sadness,negative
"Bella serata...,...si puÃ² passeggiare, prendere un aperitivo o fare un  apericena.....gustare un arancino o un ottimo gelato....che dire un posto magico...ci torneremo appena possibile ð",joy,positive
"Bellissimo per chi Ã¨ in zona  sosta obbligatoria  , e molto grande, non  basta una giornata per visitarlo, valle la pena ",joy,positive
"Passeggiare nel verde nel cuore di New York Ã¨ un'esperienza unica, molto rilassante e regala fantastici scorci",joy,positive
"Sono andato giÃ¹ da Porta Genova cercare e trovare il Mercato (che alla fine mi sono fatto un po' piÃ¹ in basso) e essenzialmente capitati al Navigli/ dell'intero canale area da incidente. Ã diventato la mia zona serale per la cena perchÃ© mi trovavo a Porta Venezia e il tram nÂ° 9 che passa (da Milano Centrale, molto comodo) e sul passato cittadino Porta Ticinese PTA Genova. La gamma di ristoranti in una buona gamma di prezzi e bar e tutto il resto lo rende chiaramente l'andare per la zona notte a Milano. Con la scelta disponibile non si puÃ² sbagliare, e ho trovato probabilmente il miglior cibo che ho mangiato in un mese nel Nord Italia a uno (Osteria di Porta Cicca).",joy,positive
"Esperienza bellissima, consiglio vivamente di visitare il parlamento e sopratutto la cupola, design fantastico. Consiglio inoltre di visitare la cupola al tramonto, la vista dall'interno con i colori al calar del sole Ã¨ qualcosa di fantastico!",joy,positive
"Assolutamente da visitare questa chiesa che lascia senza fiato, non appena si varca la soglia e ci si trova davanti la bellezza degli affreschi ad opera di Bernardino Luini e della sua scuola che la decorano completamente. La chiesa che in origine ospitava un monastero di suore benedettine Ã¨ divisa in due parti: anteriormente l'aula che accoglie i fedeli e posteriormente la zona riservata alla monache di clausura anch'essa interamente affrescata. Notevole anche l'organo cinquecentesco. A due passi dalla  basilica di Sant'Ambrogio viene considerata, grazie alla grandiositÃ  dei suoi affreschi la Cappella Sistina Meneghina.",sadness,positive
"un parco enorme ma da vedere nei particolari, consigliata la bici, consente un tour perfetto.Magnifico a Dicembre con i laghetti ghiacciati e favolosa la pista di pattinaggio sul ghiaccio",joy,positive
"Assolutamente da non perdere!  La bellezza e l'emozione degli affreschi incantano il visitatore.  Nel centro di Milano, un'oasi di pace dove fermarsi e respirare un'aria senza tempo.",joy,positive
"Central Park Ã¨ assolutamente da non perdere, in tutte le stagioni, se non altro per la vista davvero unica della cittÃ  che si ha dall'interno del parco (ad esempio Belvedere Castle).A rendere speciale questo luogo Ã¨ innanzitutto il contrasto tra questo grande ""vuoto"" e la congestione della cittÃ  che gli Ã¨ cresciuta attorno.Ma soprattutto nel parco si respira lo spirito e la storia di Manhattan.Il parco risale al 1856  ed Ã¨ quindi piÃ¹ vecchio, con i  suoi ponticelli, muri di contenimento e padiglioni vari, di tutti gli edifici  che gli stanno intorno.  Il parco non Ã¨ quindi solo un'enorme oasi verde accuratamente progettata ma Ã¨  uno dei piÃ¹ antichi manufatti monumentali della cittÃ . Inoltre Ã¨ l'unico posto della cittÃ  dove ci si puÃ² fare un'idea di come fosse Manhattan quando ci abitavano solo pochi indiani. Ci sono molti punti, infatti, dove affiorano i rilievi rocciosi  che i tutto il resto dell'isola sono stati spianati e dove i bambini si divertono a eseguire facili ""arrampicate"". Sul parco, peraltro, si affacciano  alcuni dei palazzi piÃ¹ belli della cittÃ  come il famoso Dakota Residence dove viveva e davanti al quale Ã¨ stato ucciso John Lennon Non bisogna avere paura di addentrarsi, a piedi o in bicicletta, e passarci come minimo una mezza giornata, magari prima o dopo essere stati al Metropolitan, al Guggenheim, alla Frick collection.Il parco, infine, Ã¨ anche un gran posto per gli amanti della musica e del teatro, sia per ile  performance estive dentro il parco sia per quelle nel vicino Lincoln Center.",joy,positive
"Devo ammettere che, come alla maggior parte di Milanesi e turisti, questo gioiello Ã¨ per lo piÃ¹ sconosciuto.Grazie agli interventi di restauro effettuati recentemente Ã¨ tornato al suo originale splendore.Dallâ esterno la chiesa dice poco, e, vuoi per la zona trafficata e per il ritmo frenetico della vita milanese, il piÃ¹ delle volte ci si passa davanti senza prestarci la dovuta attenzione.Ma Ã¨ superando la soglia che si resta letteralmente âa bocca apertaâ: alla vista appare lâ Aula dei fedeli che Ã¨ decorata con affreschi di Bernardino Luini del terzo decennio del XVI secolo.Si accede di seguito allâ Aula delle monache di clausura che fu la prima ad essere affrescata, a partire dal secondo decennio del Cinquecento.La volta Ã¨ decorata con un fondo blu notte, punteggiato da stelle dorate, sul quale sono raffigurati i quattro evangelisti, angeli musicanti, e al centro un medaglione con il Padre Eterno benedicente.Nella parte centrale del tramezzo, ove sono la grata, e le due piccole aperture destinate al passaggio della comunione e all'adorazione dell'Eucarestia, Luini rappresenta delicate figure di Sante, vivaci Angioletti, e i Santi Rocco e Sebastiano.Nell'aula delle monache si trova un organo del 1554, opera di Giovan Giacomo Antegnati, interamente a trasmissione meccanica.La chiesa di San Maurizio al Monastero Maggiore per tutto il periodo dell'EXPO Ã¨ visitabile con ingresso libero e gratuito dal martedÃ¬ alla domenica dalle 9.00 alle 19.30 (il giovedÃ¬ fino alle 22.30). CiÃ² Ã¨ reso possibile dai Volontari del Touring Club Italiano che, in qualitÃ  di âguideâ vi illustreranno la storia del monumento.Insomma un gioiello di inestimabile bellezza che Ã¨ veramente âimperdibileâ.",joy,positive
"Si crede sempre di sapere tanto e di essere cinici abbastanza per non provare emozioni davanti ad un muro: qui, pensando alla storia simboleggiata da questo muro, si dimentica come si crede di essere. Emozioni ",sadness,positive
"Un memoriale per celebrare le tante vittime dell'olocausto, a pochi passi dalla Porta di Brandeburgo.Una sorta di percorso attravervo tante ""simil-lapidi"". Molte persone ci appoggiano fiori fresco al mattino... E' davvero impressionante e triste se si pensa alle migliaia di vittime!!!",sadness,negative
"pensare ai milioni di morti che la follia nazista ha provocato, mette i brividi..sembra che da ogni pietra venga su uno straziante grido di dolore che rimane dentro a chi passa per la strada che congiunge Potsdamer platz con la Porta di Brandemburgo",sadness,negative
Una bella mattinata in central park noleggiando bici molto bello un bel modo per vedere il parco anche se alcune aree non sono accessibili alle bici! ,joy,positive
"Un luogo incantevole nel mezzo della cittÃ ! L'abbiamo visitato di domenica e girato tutto a piedi, insieme ai newyorkesi che trascorrevano la giornata tra partite a baseball e pic-nic.",joy,positive
"12.000 alberi per questo Parco Gigante. Il polmone di NY. Impossibile visitarlo a piedi, prendete le bici a noleggio (basta seguire gli uomini cartellone all'esterno che indicano vari negozi) e girate per minimo 3 ore. Rivivrete le sensazioni viste in vari film tra monumenti, artisti, vegetazioni, fontane... Non seguite la mappa, ma perdetevi nei vari sentieri!",joy,positive
Un posto fantastico da visitare mentre a Milano con ristoranti e bar lungo i due canali . Potete prendere un aperitivo con buffet in uno dei tanti bar . Vale la pena visitare !,joy,positive
Il titolo dice tutto. Un grazie al Touring Club Italia che ha permesso di poter visitare questa bellissima chiesa e vedere capolavori  pittorici secondi solo alla Cappella Sistina di Roma.  Andateci tutti che ne vale sicuramente la pena anche perchÃ© a sorpresa lâingresso Ã¨ gratuito.,joy,positive
"Un bellissimo parco che abbiamo raggiunto a piedi, ma vi Ã¨ nei pressi una fermata di metro, vi Ã¨ uno splendido laghetto e spesso vi sono dei visitatori che fanno giri in barca.",joy,positive
Assolutamente da non perdere. Da visitare possibilmente con l'ausilio di una guida: si concentrerÃ  sulle opere maggiori facendovele apprezzare al meglio. Mediamente il prezzo richiesto Ã¨ di soli 10 euro a persona per piccoli gruppi. Successivamente potrete proseguire la vostra visita da soli. Da notare che Ã¨ possibile acquistare il biglietto di ingresso comprensivo della guida al Prado in pratica pagando solo la guida.,joy,positive
su indicazione del forum ho visitato questa chiesa che non conoscevo: vale davvero la pena per gli affreschi e la struttura,joy,positive
Bellissimo suggestivo imponente peccato nn averlo visto allâinterno ma comunque Ã¨ bellissimo.vorrei tornare e prenotare lâentrata lo consiglio per evitare file tremende,joy,positive
"Ho dedicato un'intera giornata con il sole al Central Park, Ã¨ stato bello e rilassante. Partendo dalle cascate parte ovest del parco alla 102nd Street, proseguendo per Jacqueline Kennedy Onassis Reservoir,  Belvedere Castle, Strawberry Fields (Monumento commemorativo a John Lennon) e per finire la bellissima  Bethesda Terrace, dove al centro della piazza si trova una delle piÃ¹ famose fontane al mondo la Bethesda Fountain. Naturalmente passeggiando ho visto altri posti e tutti bellissimi. Assolutamente da non perdere se andate a New York.",joy,positive
"Secondo me Ã¨ stato interessante visitare il memoriale del Muro di Berlino sulla Bernauerstrasse. C'Ã¨ anche quÃ¬ un pezzo di muro, le foto delle persone che hanno perso la vita, la loro storia. C'Ã¨ poi da visitare il centro di documentazione con entrata gratis, dove c'Ã¨ la possibilitÃ  di salire sulla torretta per vedere dall'alto com'era esattamente il muro (o meglio i due muri). Prendendo poi il tram per altre 2 stazioni si arriva al Flohmarkt am Mauerpark, il mercatino delle pulci piÃ¹ famoso di Berlino, un misto di cose impossibili e di odori di cibi speziati provenienti da tutto il mondo. Sicuramente da vedere perchÃ¨ ci sono cose impossibili",joy,negative
"Sono stato a Navigli molte volte con amici italiani ed internazionali.Ci siamo sempre divertiti... per la cena, o un drink ascoltando musica. Ci sono tutti i tipi di bar o ristorante che vuoi!Non si dovrebbe dimenticare ""Certe Notti"" e ""bar a Woodstock di ristorante"" (vicino a questo ristorante).  Ha oltre 100 tipi di birra da parte del mondo.",joy,positive
Ottimo posto per rilassarsi e conoscere da vicino i new yorkesi nel loro tempo libero. Oasi di tranquillitÃ  e immenso spazio verde da sfruttare nelle giornate di sole. Compratevi del cibo e fate un bel pic nic,joy,positive
"Sembra incredibile ma entrando a Central Park tutta la frenesia e il caos che pervadono le strade di NY spariscono. E' immenso quindi merita una giornata intera per la sua visita, noi abbiamo optato per il noleggio di biciclette (abbiamo noleggiato all'ingresso ovest) e dopo un'oretta di pedalata siamo riusciti a vedere meno di un quarto del parco. All'interno si susseguono spazi verdi per picnic, aree giochi, laghetti e meravigliose viste dei grattacieli che contrastano con il verde del parco. Vicino al luna park abbiamo anche mangiato un ottimo hotdog. Assolutamente da non perdere",joy,positive
"Si tratta di una zona splendida e tranquilla con un sacco di ristoranti tipici italiani/bistrot. Ci sono secondo bancarelle del mercato di mano lungo la strada. I panorami sono belli ed Ã¨ una bellissima passeggiata, buona per raggiungere a piedi tutte le calorie consumate nei bistrot.",joy,positive
"A parte la piazza piena di piccioni, e di turisti (ovviamente)..Ã¨ un monumento bello e particolare. Dalle foto e dai vari video me lo aspettavo molto piÃ¹ maestoso. Comunque sia..se capitate a Milano vale la pena visitarlo",joy,positive
"Vivace, frizzante, verde, vivo! Un luogo stupendo per lunghe e rigeneranti passeggiate immersi in un polmone verde nel cuore di una cittÃ  che altro verde non offre. La bellezza di Central Park Ã¨ la sua vita, non Ã¨ solo museo di se stesso ma offre continue iniziative e attivitÃ , ospita fantastici artisti di strada e propone una vista su Manhattan con una prospettiva davvero unica. ",joy,positive
"Posto magnifico, soprattutto per una passeggiata in coppia si puÃ² ammirare la bellezza della Darsena",joy,positive
"Per.una visita solo.sifficiente.necessarie.almeno.4 ore..resterete soddisfatti della moltitudine di generi.e esclusivitÃ  di.quadri rappresentativi. Consigliatissimo un tempo maggiore da dedicare alla visione del ""the garden of earthly delights triptyc"" di El Bosco / Jeronymus Bosch",joy,positive
"Trascorsa una mattina nel piÃ¹ grande polmone verde della Grande Mela, in una giornata limpida di sole nonostante la stagione.Fatto un bel percorso dove siamo passati dai luoghi piÃ¹ suggestivi dai ponti alle fontane e da ultimo il memoriale a John Lennon.Passateci senz'altro un po' di tempo se soggiornate a NY se non volete camminare potete usare anche le bici o fare un tour guidato perchÃ© no anche in carrozza!",joy,positive
